feature,importance
feature_525,26.460092585024988
feature_649,2.989401607976309
feature_499,2.8298919833435305
feature_904,2.6460886890735185
feature_339,1.7742721434642779
feature_1113,1.7186487123878222
feature_440,1.4206614039895382
feature_970,1.3892768924854382
feature_463,1.329622840424533
feature_506,1.1729727389836149
feature_1020,1.14092512128377
feature_387,1.1245856536825545
feature_582,1.1083848948345778
feature_465,1.0622357574143368
feature_1178,1.0119584450782757
feature_372,0.9515436360157721
feature_524,0.9369916821604182
feature_607,0.9219080496185359
feature_1250,0.8717903457229252
feature_403,0.8657574625663395
feature_565,0.7382222499278918
feature_1091,0.7267375229902482
feature_341,0.6879559557537265
feature_600,0.6876768856795611
feature_1188,0.6500312285930469
feature_1102,0.6311214590430643
feature_437,0.627312738530317
feature_334,0.6012941092364239
feature_569,0.5966006077188446
feature_468,0.5818001455638339
feature_455,0.5775020253077353
feature_1167,0.5768817652004934
feature_1248,0.563832337411297
feature_428,0.5398927790838477
feature_374,0.5378096069146024
feature_426,0.5321319342910723
feature_1031,0.5193060620893629
feature_973,0.48553156292848354
feature_1012,0.4849431687406324
feature_1047,0.4823914927236501
feature_1187,0.4801549563778303
feature_1017,0.4795094983428615
feature_472,0.46779792804414133
feature_981,0.4581952898037051
feature_1181,0.45343617230764854
feature_1018,0.4459736213612392
feature_527,0.4370297128279511
feature_526,0.43568961287970964
feature_598,0.4299511352635505
feature_1075,0.4297322523653839
feature_1141,0.4104909845260104
feature_532,0.3995482819257821
feature_1208,0.3984516610560712
feature_1036,0.396473149880543
feature_1189,0.393845215210085
feature_462,0.38846989705878
feature_1027,0.3880413020709143
feature_1085,0.3820104431847301
feature_1216,0.3780013142839471
feature_311,0.36970702239465314
feature_1002,0.3696366153963507
feature_987,0.36349290742914875
feature_375,0.36347586011491045
feature_459,0.36244659969752424
feature_466,0.3584634794926491
feature_369,0.34762506089269946
feature_432,0.34497552245596436
feature_1069,0.340944972534671
feature_391,0.34090758668349175
feature_1043,0.3385771398564035
feature_1166,0.33321423354621704
feature_624,0.3230582058997016
feature_390,0.31881058960645725
feature_1088,0.31040673252114614
feature_1212,0.3095968741144943
feature_464,0.30512933830408284
feature_1164,0.30286151756030294
feature_461,0.29975094733992425
feature_1092,0.29253298957530505
feature_608,0.2889629187374132
feature_1109,0.2881846639240693
feature_1052,0.28423284270690086
feature_1161,0.27917821508245444
feature_418,0.2693575827006462
feature_504,0.26775578763608276
feature_988,0.26362514119577174
feature_501,0.2455620031844841
feature_1014,0.24495436797445735
feature_392,0.24488532039806776
feature_1028,0.23889674758477672
feature_1235,0.238397743366239
feature_978,0.23592216373489153
feature_470,0.23077013474486574
feature_396,0.22564230880063585
feature_424,0.2214273173779509
feature_480,0.21859806796181702
feature_436,0.2185622055344609
feature_368,0.21836010188757699
feature_498,0.21712693232723768
feature_348,0.21384388567670046
feature_355,0.20930623356538255
feature_1156,0.2083964817231057
feature_991,0.20742289931468086
feature_323,0.20599805988412578
feature_508,0.20483997443927948
