feature,importance
feature_525,9.937801663534477
feature_929,5.019790036150159
feature_440,4.006881776913252
feature_600,3.823206929610387
feature_466,3.60507296848882
feature_341,2.543113189012175
feature_387,2.405579718399408
feature_653,2.1231930762111477
feature_649,1.8505051009408728
feature_904,1.8177901618108234
feature_582,1.8057273433937262
feature_195,1.5695871754520907
feature_468,1.5168886021473305
feature_970,1.4997702535214417
feature_1113,1.4955249355790436
feature_201,1.4861176953529407
feature_915,1.4376945568410824
feature_763,1.4096498865445086
feature_1020,1.3847251178297924
feature_541,1.2537316345884921
feature_569,1.2466836669500918
feature_572,1.230728753194405
feature_1091,1.1928707368058096
feature_339,1.1466408836085937
feature_919,1.08603514280718
feature_293,1.0298726587962523
feature_921,0.7908422387855021
feature_633,0.7810993851468481
feature_581,0.7039370586168403
feature_396,0.7010809554831617
feature_524,0.6987046851316333
feature_1109,0.651007682922149
feature_839,0.6297999528908511
feature_436,0.6281650354268922
feature_1092,0.627516149841213
feature_240,0.5988407368057097
feature_905,0.5877298011685632
feature_235,0.58382001669412
feature_1208,0.5658265286669752
feature_631,0.5535267634976173
feature_1075,0.5510131626048661
feature_465,0.5458580545668008
feature_526,0.519276005182768
feature_1027,0.5118627666109131
feature_1036,0.511617666224087
feature_437,0.5008019846674776
feature_926,0.49567852299123183
feature_392,0.48006295629005685
feature_391,0.4745174151865235
feature_1026,0.43882862676887324
feature_220,0.43312765010366105
feature_369,0.4328370607157018
feature_873,0.4281795240269066
feature_941,0.4276434063067584
feature_1087,0.4145389597443921
feature_963,0.4129991757313041
feature_1164,0.3785165098934034
feature_226,0.37843239294475717
feature_1142,0.3728055916432692
feature_345,0.3589456770680039
feature_1104,0.35581595882802697
feature_206,0.35568217457365836
feature_403,0.35020285382186744
feature_268,0.32576016146415726
feature_1077,0.3229438442653701
feature_1018,0.320049243791943
feature_360,0.31852009563406625
feature_1047,0.31596364696008916
feature_887,0.3095441952810815
feature_294,0.3048637135282475
feature_348,0.2992146417925972
feature_1055,0.29701271569100085
feature_266,0.29628036747292774
feature_1028,0.28922350905398414
feature_245,0.28810888668005286
feature_287,0.2793280661441212
feature_1051,0.26503238984948796
feature_246,0.2618768036246973
feature_381,0.25898580982634106
feature_881,0.2585876715439245
feature_377,0.2552652870775902
feature_1284,0.2532665398001006
feature_1083,0.24281453521396135
feature_1167,0.2418498842901025
feature_1272,0.2396845200853186
feature_384,0.2382220517819201
feature_284,0.23262763885761917
feature_355,0.2321660028765521
feature_883,0.23005472812714056
feature_424,0.22309511113280833
feature_876,0.2167757064755018
feature_953,0.21056783113365107
feature_1250,0.21010814144682904
feature_1069,0.2038690560227684
feature_344,0.20340935104769292
feature_925,0.20163096264203637
feature_309,0.20125234582763224
feature_987,0.20034116307709254
feature_297,0.19926924809098545
feature_406,0.19762063070757444
feature_1014,0.19384816469037208
feature_842,0.19361690950140328
feature_1283,0.19315590441257138
feature_1040,0.18654196195226602
feature_395,0.1817003996999231
feature_1071,0.1800149499550464
feature_954,0.1797625355353395
feature_210,0.1788996404217237
feature_405,0.1783436621476363
feature_407,0.1753034585751867
feature_1048,0.17328823399584017
feature_1234,0.1730155192473367
feature_1003,0.1689231660301417
feature_933,0.16807724742860392
feature_260,0.16462556814234944
feature_536,0.16364210441468516
feature_1017,0.16331013318237078
feature_217,0.16201552188143145
feature_1037,0.16076312256312864
feature_324,0.15814062360218586
feature_258,0.15783540550322164
feature_501,0.15777265232922272
feature_252,0.1568145370214533
feature_351,0.15286302571854415
feature_323,0.1520669199073731
feature_894,0.15133712302726193
feature_580,0.14946751879359726
feature_378,0.14922058135826788
feature_1085,0.14748234573485947
feature_253,0.1455692792941353
feature_218,0.14332192070801056
feature_895,0.14289527585841572
feature_372,0.1402800143944444
feature_421,0.13949848186573316
feature_388,0.1393429578171387
feature_1190,0.13897717773224644
feature_290,0.13658265804402814
feature_305,0.1319463164731567
feature_836,0.11956204927920489
feature_350,0.11414714205920747
feature_966,0.11290132026580138
feature_961,0.11257466317453363
feature_947,0.11020496426315851
feature_983,0.10948571760506681
feature_1045,0.10777432608045216
feature_1042,0.10615175090563087
feature_1010,0.1054592172837092
feature_282,0.10477202990698108
feature_981,0.10451239648864674
feature_430,0.10441661501973226
feature_973,0.10395010052974744
feature_334,0.10350992757370096
feature_311,0.1029858751412227
feature_909,0.10143939651729075
feature_444,0.10039205551053912
feature_978,0.1001067098675582
feature_1188,0.09866441186217006
feature_1063,0.09638673438483936
feature_943,0.09606537350064533
feature_1095,0.09341008412761677
feature_325,0.09244950155708236
feature_1030,0.09147303281718788
feature_364,0.0895228067322736
feature_338,0.08853711520076743
feature_955,0.08848429581437557
feature_1031,0.08561250831867613
feature_1008,0.08447771887718315
feature_1101,0.08258751547211582
feature_402,0.08245161696909094
feature_230,0.08029101852014027
feature_227,0.07758247901610323
feature_425,0.07732734956775442
feature_1099,0.07699524693817145
feature_319,0.076217639630041
feature_1150,0.07344145342421265
feature_975,0.07011386076164094
feature_1021,0.06823117859651964
feature_375,0.06785607516077738
feature_942,0.06715028247928094
feature_288,0.06159808233503614
feature_908,0.06083849719050653
feature_972,0.060819977768720127
feature_967,0.06040019858354641
feature_997,0.059402689460474924
feature_390,0.059335054005201976
feature_1102,0.056813721298919644
feature_1088,0.05662006843781672
feature_316,0.05546081163135354
feature_272,0.055413814665985786
feature_1057,0.055118476752191586
feature_924,0.05505228266143348
feature_385,0.054643800441760905
feature_936,0.053278624387105476
feature_889,0.05303755397554149
feature_301,0.052661734300802454
feature_1002,0.052216780766536165
feature_971,0.04911502133747356
feature_232,0.048569862357782455
feature_212,0.04541979395421256
feature_1084,0.044703349367723993
feature_320,0.044581421816301293
feature_984,0.04420577389744471
feature_1125,0.04343931833968791
feature_417,0.04232034249449137
feature_346,0.04074391150393561
feature_292,0.04058105783907518
feature_918,0.04049116106410753
feature_1090,0.03954542550772096
feature_897,0.03670450656863825
feature_950,0.03344463277779496
feature_353,0.03229922484635149
feature_988,0.03138546465527099
feature_931,0.02955432870503003
feature_367,0.02811508073438139
feature_205,0.02780288098906986
feature_1005,0.027265969311177446
feature_336,0.027101689185058456
feature_276,0.026747172060150107
feature_1041,0.026614386917061292
feature_923,0.026250433417651122
feature_357,0.02621853985888081
feature_310,0.026004864343361623
feature_875,0.025606605494395876
feature_224,0.02541807622127367
feature_1089,0.023874150820774
feature_198,0.023688947358710268
feature_1050,0.023071730741253196
feature_898,0.0214608990794335
feature_281,0.02137668913499801
feature_912,0.019958389973060358
feature_394,0.018348263528338182
feature_442,0.01589081133498621
feature_256,0.01566781034448932
feature_374,0.015053591088638948
feature_957,0.014616351870231865
feature_948,0.014594870671504837
feature_432,0.013659605667669807
feature_313,0.012814828392333312
feature_1093,0.012746057994538382
feature_903,0.0127174689413259
feature_907,0.012521051461481202
feature_238,0.012258933363064396
feature_616,0.011497550687455955
feature_251,0.01084476626628569
feature_408,0.010762553499699588
feature_285,0.010307786998902195
feature_1141,0.010054685580534793
feature_951,0.009944286288637907
feature_1032,0.009712847677153974
feature_363,0.008713955632371971
feature_215,0.007523187240109195
feature_893,0.006664470654588379
feature_216,0.006653091820603925
feature_361,0.005854358391775459
feature_994,0.00583366283903273
feature_958,0.005582701127210057
feature_328,0.005561866178507259
feature_356,0.005456000886352948
feature_1066,0.005440218036653612
feature_885,0.005372874288034914
feature_296,0.005058645603743207
feature_332,0.004465915527791975
feature_1106,0.003958481886211982
feature_976,0.003587381910010432
feature_435,0.003270031370084447
feature_968,0.0029357912249545304
feature_871,0.002896258203501327
feature_1049,0.002586944061316321
feature_896,0.0025700306880156753
feature_1053,0.0024163330479445902
feature_991,0.0020770020112427083
feature_869,0.001924779922018053
feature_902,0.0012601823988616027
feature_934,0.0010792706894099423
feature_308,0.0010179802080446767
feature_1110,0.000975686820668366
feature_911,0.0008002438592042733
feature_422,0.0007475882949434255
feature_225,0.0006451419721753351
feature_454,0.000510030101811635
feature_1094,0.0004911381157237216
feature_959,0.00038142643808105676
feature_946,0.00037096315783157564
feature_996,0.0003514570995270303
feature_342,0.0003380428919868198
feature_262,0.0002572611324862275
feature_380,0.00025376634511693107
feature_940,0.00025279677083460563
feature_419,0.0002258288896928128
feature_890,0.00021593487494290698
feature_1029,0.0002118235689591212
feature_892,0.0001969018702324315
feature_939,0.00019283807439901483
feature_917,0.00018257846529064127
feature_244,0.0001589827219452029
feature_267,0.0001589827219452029
feature_354,0.0001577184645400276
feature_1280,0.00014168732405043144
feature_307,8.277887316602828e-05
feature_1064,2.955557523073438e-05
feature_248,2.5229367423657212e-05
feature_429,1.3654659192249897e-05
feature_298,9.85637236108369e-06
feature_886,1.3685000170278607e-06
feature_219,1.0129576031098497e-07
feature_1019,0.0
feature_358,0.0
feature_366,0.0
feature_418,0.0
feature_322,0.0
feature_979,0.0
feature_1025,0.0
feature_1046,0.0
feature_1039,0.0
feature_343,0.0
feature_393,0.0
feature_1068,0.0
feature_329,0.0
feature_1218,0.0
feature_373,0.0
feature_386,0.0
feature_1011,0.0
feature_304,0.0
feature_299,0.0
feature_1022,0.0
feature_279,0.0
feature_928,0.0
feature_910,0.0
feature_208,0.0
feature_306,0.0
feature_303,0.0
feature_613,0.0
feature_228,0.0
feature_433,0.0
feature_362,0.0
feature_1044,0.0
feature_965,0.0
feature_410,0.0
feature_271,0.0
feature_283,0.0
feature_1054,0.0
feature_317,0.0
feature_1035,0.0
feature_1056,0.0
feature_1016,0.0
feature_1263,0.0
feature_389,0.0
feature_993,0.0
feature_962,0.0
feature_347,0.0
feature_1144,0.0
feature_398,0.0
feature_330,0.0
feature_998,0.0
feature_413,0.0
feature_1070,0.0
feature_416,0.0
feature_1061,0.0
feature_1023,0.0
feature_449,0.0
feature_1060,0.0
feature_985,0.0
feature_1108,0.0
feature_1097,0.0
feature_982,0.0
feature_1273,0.0
feature_420,0.0
feature_427,0.0
feature_327,0.0
feature_423,0.0
feature_1072,0.0
feature_977,0.0
feature_340,0.0
feature_1004,0.0
feature_999,0.0
feature_1079,0.0
feature_397,0.0
feature_428,0.0
feature_964,0.0
feature_1043,0.0
feature_1262,0.0
feature_315,0.0
feature_359,0.0
feature_1105,0.0
feature_989,0.0
feature_414,0.0
feature_404,0.0
feature_409,0.0
feature_400,0.0
feature_1065,0.0
feature_326,0.0
feature_969,0.0
feature_337,0.0
feature_643,0.0
feature_1107,0.0
feature_411,0.0
feature_1155,0.0
feature_960,0.0
feature_1034,0.0
feature_1098,0.0
feature_952,0.0
feature_291,0.0
feature_383,0.0
feature_1013,0.0
feature_242,0.0
feature_270,0.0
feature_980,0.0
feature_233,0.0
feature_264,0.0
feature_250,0.0
feature_379,0.0
feature_261,0.0
feature_289,0.0
feature_331,0.0
feature_899,0.0
feature_259,0.0
feature_1038,0.0
feature_269,0.0
feature_349,0.0
feature_231,0.0
feature_888,0.0
feature_986,0.0
feature_906,0.0
feature_891,0.0
feature_944,0.0
feature_927,0.0
feature_880,0.0
feature_938,0.0
feature_901,0.0
feature_280,0.0
feature_247,0.0
feature_275,0.0
feature_884,0.0
feature_930,0.0
feature_382,0.0
feature_243,0.0
feature_255,0.0
feature_273,0.0
feature_956,0.0
feature_992,0.0
feature_922,0.0
feature_300,0.0
feature_265,0.0
feature_920,0.0
feature_945,0.0
feature_254,0.0
feature_990,0.0
feature_335,0.0
feature_368,0.0
feature_874,0.0
feature_277,0.0
feature_286,0.0
feature_1006,0.0
feature_211,0.0
feature_223,0.0
feature_1096,0.0
feature_237,0.0
feature_236,0.0
feature_1007,0.0
feature_196,0.0
feature_209,0.0
feature_197,0.0
feature_321,0.0
feature_199,0.0
feature_937,0.0
feature_1033,0.0
feature_229,0.0
feature_870,0.0
feature_916,0.0
feature_202,0.0
feature_200,0.0
feature_204,0.0
feature_376,0.0
feature_302,0.0
feature_207,0.0
feature_234,0.0
feature_314,0.0
feature_914,0.0
feature_257,0.0
feature_882,0.0
feature_913,0.0
feature_879,0.0
feature_221,0.0
feature_213,0.0
feature_295,0.0
feature_878,0.0
feature_365,0.0
feature_935,0.0
feature_1059,0.0
feature_877,0.0
feature_239,0.0
feature_214,0.0
feature_932,0.0
feature_222,0.0
feature_1024,0.0
feature_1058,0.0
feature_318,0.0
feature_872,0.0
feature_1012,0.0
feature_312,0.0
