feature,importance
feature_525,10.38872635671555
feature_16,6.5531102317498116
feature_145,5.07485533090225
feature_92,4.372863793939642
feature_572,4.333435272478875
feature_47,3.760882363156587
feature_339,3.560237420876936
feature_148,3.311238400124571
feature_1290,2.363195407622552
feature_1208,2.3591289844818246
feature_115,1.970445052829405
feature_144,1.8733097750557555
feature_839,1.541946553465877
feature_201,1.4921692005783282
feature_941,1.4859094181504087
feature_778,1.256412599652662
feature_1092,1.2305143538346512
feature_369,1.2145175462841313
feature_1056,1.1580558936504877
feature_195,1.1118304555239618
feature_1020,0.9560342312709629
feature_821,0.83301105862662
feature_970,0.8060425094509431
feature_174,0.7790383496148182
feature_401,0.7594304494071513
feature_824,0.7281703233720983
feature_1040,0.7267338005530865
feature_140,0.7013099082891838
feature_180,0.6959614328106662
feature_1104,0.6602748308081379
feature_1255,0.6461638378925797
feature_524,0.6205804912097649
feature_731,0.5740957423563202
feature_873,0.5671394820343008
feature_836,0.5657764361575329
feature_905,0.5592522944182053
feature_65,0.5348162501126627
feature_1250,0.4971583882939616
feature_919,0.4682709618685619
feature_293,0.4632869594459043
feature_170,0.4617099391386633
feature_1003,0.45719154341421564
feature_976,0.4557166898925039
feature_228,0.4480437558888941
feature_118,0.4390882837215262
feature_966,0.43803444544034864
feature_1031,0.4364984583071393
feature_953,0.4304649891069817
feature_1288,0.42871517396311737
feature_838,0.4284546493269637
feature_848,0.42210039529655363
feature_1069,0.3844661162578731
feature_1100,0.38205051639929266
feature_102,0.37809942731350443
feature_38,0.37571848422892823
feature_580,0.37512306659729544
feature_918,0.3729291614007676
feature_820,0.37071275902317136
feature_1018,0.36051188174292526
feature_202,0.3542941449859375
feature_983,0.3488330045254631
feature_842,0.3324073433314964
feature_943,0.3318684633261474
feature_1014,0.3260982959391938
feature_72,0.3227013246126632
feature_27,0.2997187720595763
feature_258,0.2990948227478273
feature_960,0.294815370258186
feature_224,0.29255014597996903
feature_864,0.29250356736050126
feature_954,0.2900413075372608
feature_1036,0.2773046803856639
feature_43,0.27535271248087523
feature_1027,0.26720159657974435
feature_1048,0.2666857585076209
feature_154,0.26482260424200416
feature_139,0.2628535648190576
feature_77,0.2586073249178715
feature_1075,0.2539913282485895
feature_120,0.2473946688790868
feature_818,0.225920267135854
feature_967,0.22041744267518582
feature_991,0.21921164373870114
feature_1064,0.21819764190487387
feature_909,0.2177568238295664
feature_1055,0.21763763745861428
feature_926,0.20944264194262865
feature_185,0.20559618064591156
feature_31,0.20077794002856336
feature_206,0.19476933942402566
feature_90,0.18508676125389179
feature_245,0.1718963387786775
feature_176,0.17163450370543332
feature_915,0.1694697360684963
feature_889,0.1690325812838029
feature_112,0.16555890172179452
feature_924,0.16354811788305226
feature_63,0.16153832479893984
feature_985,0.16126003026821983
feature_126,0.16120227808532292
feature_532,0.15721698533861117
feature_161,0.1522001149114377
feature_844,0.1505592733556448
feature_146,0.14911984314748875
feature_220,0.1457547789143854
feature_892,0.1457132632275583
feature_1091,0.14527697878147844
feature_997,0.14345076618872932
feature_169,0.14213900626382212
feature_1308,0.14172065598921849
feature_881,0.13902853377715108
feature_372,0.13775771195855543
feature_876,0.13721789210150706
feature_52,0.13709090830278917
feature_22,0.1353773580866633
feature_822,0.13102289789162044
feature_851,0.12544262618701363
feature_121,0.12542423697843577
feature_938,0.1239013799507825
feature_931,0.12371044982591303
feature_872,0.12189903532692657
feature_212,0.12097609621003563
feature_208,0.11964536791097168
feature_194,0.11861264502487583
feature_230,0.11416691732619003
feature_88,0.11384661340473526
feature_840,0.11265056412598266
feature_290,0.11161812898422331
feature_143,0.11061631574880833
feature_78,0.10704231079785341
feature_179,0.10644169719705597
feature_1010,0.10588649621727145
feature_367,0.10453183556078846
feature_101,0.1014551486369037
feature_1096,0.10076072674260386
feature_882,0.09898032465373545
feature_260,0.0982320642196812
feature_1028,0.09533030342756293
feature_94,0.09532009465809443
feature_863,0.09436331864078658
feature_817,0.09136908053589611
feature_100,0.09066815569254044
feature_1082,0.08881195233951382
feature_19,0.08703269727765355
feature_35,0.08650601202364801
feature_1051,0.08532230891485262
feature_57,0.0827774844709132
feature_1005,0.08242870301578019
feature_128,0.08005144797516338
feature_237,0.07937729510944393
feature_832,0.07803677553633617
feature_116,0.0765880462163884
feature_98,0.07383566207914175
feature_150,0.07377889458673376
feature_189,0.06789006853860818
feature_91,0.06425936127328893
feature_815,0.06407832776241859
feature_884,0.06304211031948735
feature_243,0.06088683399061193
feature_192,0.060813763709252434
feature_923,0.06078708059750508
feature_64,0.05895289026749803
feature_34,0.05732992848657756
feature_951,0.0543394953815797
feature_1021,0.05406575806944485
feature_969,0.05344359045309683
feature_26,0.05064728765922831
feature_110,0.0501231191071268
feature_218,0.04976290413179172
feature_1314,0.04893360742057953
feature_168,0.04812973411897766
feature_75,0.04664672474208275
feature_875,0.04640224976029495
feature_252,0.045922436273776505
feature_972,0.0441931159241613
feature_934,0.04407289258360535
feature_987,0.043907704015594275
feature_1071,0.040849630051295036
feature_813,0.03985087959207317
feature_883,0.03922738370637954
feature_48,0.03871794957085046
feature_903,0.037469858877525464
feature_186,0.03744544955164497
feature_860,0.03426283995581504
feature_288,0.03338584814668636
feature_240,0.03208684635916623
feature_69,0.03163889374490888
feature_124,0.031299793001524724
feature_1111,0.030753341518203164
feature_313,0.030486616556121317
feature_984,0.029870252049438797
feature_1037,0.02912711501743551
feature_54,0.027740288609002486
feature_40,0.027109246806121232
feature_87,0.02697068190286936
feature_82,0.026801755847070025
feature_1052,0.025038086580815983
feature_83,0.0248047441599006
feature_1019,0.02282192862437797
feature_988,0.022285676688602266
feature_833,0.021958711581603875
feature_407,0.021063111399891858
feature_973,0.020950379283594923
feature_819,0.02088059252415192
feature_963,0.019504509211817643
feature_166,0.01903475794468246
feature_211,0.01882993713077525
feature_238,0.01773971820366922
feature_961,0.0176988319247109
feature_129,0.017252324542634118
feature_992,0.01685386446788948
feature_222,0.016320083923027827
feature_937,0.01547050874859126
feature_32,0.015186327062281861
feature_117,0.015101484581504291
feature_205,0.014409078528227148
feature_1234,0.012980785716767435
feature_213,0.012511856102364759
feature_105,0.012272715618428088
feature_1016,0.01213791415343044
feature_1063,0.011993539330677797
feature_1024,0.01163227074755107
feature_46,0.01162530159300035
feature_908,0.01156030026511245
feature_28,0.011559280237752155
feature_21,0.011497594080383856
feature_18,0.010658005402838995
feature_215,0.009950290805982793
feature_990,0.00960535176492858
feature_209,0.008956007580333828
feature_160,0.008908303545209374
feature_73,0.008301112757967447
feature_859,0.008031781297096655
feature_811,0.007120684716899973
feature_885,0.006790367078339185
feature_156,0.005376184410733768
feature_251,0.0051848848341903885
feature_210,0.004442170534407734
feature_285,0.0044100761823263725
feature_68,0.004117976162440445
feature_309,0.004072862499684801
feature_44,0.0039841056681407085
feature_825,0.003964081852521681
feature_147,0.0036518733020859196
feature_330,0.0036097089928575415
feature_940,0.003183886824072864
feature_907,0.0029412296314677865
feature_1066,0.00254501109952012
feature_182,0.0024019779916557645
feature_1065,0.0023027563025554343
feature_828,0.002127226778110665
feature_23,0.0020418044600497257
feature_887,0.0020261967611068725
feature_1032,0.0020136593736013193
feature_134,0.0018062613874284346
feature_113,0.0017215899226094985
feature_142,0.0016516187504065235
feature_1026,0.0015637059384375684
feature_133,0.0013114660480384027
feature_921,0.0012515891633711057
feature_869,0.001126868733999999
feature_886,0.0010397309525487974
feature_178,0.0009055536461914248
feature_163,0.000780753463432645
feature_999,0.000762752848544138
feature_831,0.0006653404702007471
feature_1029,0.0006345630846979342
feature_914,0.0005764270236700666
feature_95,0.00047552461540378025
feature_152,0.00042928333279822195
feature_84,0.00041471565173458694
feature_74,0.0004040170615066146
feature_945,0.0003983588523361051
feature_60,0.0003852778343515546
feature_96,0.0003681155556878646
feature_1011,0.00036644657536977616
feature_857,0.00029512527692688434
feature_149,0.00028265004422331355
feature_955,0.0002697487212762346
feature_158,0.00024365597023381162
feature_108,0.00024031643867568247
feature_854,0.00023303891416085227
feature_939,0.00022794047611051821
feature_217,0.000165785398656529
feature_136,0.00016238396022791706
feature_1061,0.00016189827462562161
feature_58,0.00014340796294674601
feature_337,0.00013823687180348256
feature_37,0.00012178142108911741
feature_871,0.00012046276413588713
feature_167,0.00011572390175264967
feature_137,8.831581453600208e-05
feature_219,8.011221900188083e-05
feature_865,6.890072521215603e-05
feature_968,4.996141927739601e-05
feature_125,3.850695578739491e-05
feature_834,2.949537785171894e-05
feature_853,2.1702417573848475e-05
feature_837,1.9069996066544983e-05
feature_162,1.554009144223397e-05
feature_198,1.4449113470442947e-05
feature_959,1.2246352732984383e-05
feature_917,1.2235640785331531e-05
feature_292,1.0046222267689288e-05
feature_177,5.879842506692589e-06
feature_239,2.032894119610971e-06
feature_223,1.7400694579414076e-06
feature_841,1.539686682657279e-06
feature_1004,3.6609863179067496e-07
feature_39,1.3221403417740572e-07
feature_111,8.80703634614205e-08
feature_275,5.346247924049508e-08
feature_29,1.7333509762106612e-08
feature_322,0.0
feature_264,0.0
feature_1008,0.0
feature_852,0.0
feature_874,0.0
feature_870,0.0
feature_93,0.0
feature_958,0.0
feature_946,0.0
feature_190,0.0
feature_221,0.0
feature_952,0.0
feature_155,0.0
feature_99,0.0
feature_1042,0.0
feature_1058,0.0
feature_141,0.0
feature_97,0.0
feature_331,0.0
feature_902,0.0
feature_899,0.0
feature_893,0.0
feature_132,0.0
feature_911,0.0
feature_894,0.0
feature_904,0.0
feature_978,0.0
feature_935,0.0
feature_106,0.0
feature_866,0.0
feature_920,0.0
feature_877,0.0
feature_936,0.0
feature_858,0.0
feature_827,0.0
feature_1038,0.0
feature_1060,0.0
feature_207,0.0
feature_898,0.0
feature_104,0.0
feature_114,0.0
feature_906,0.0
feature_846,0.0
feature_66,0.0
feature_823,0.0
feature_80,0.0
feature_891,0.0
feature_86,0.0
feature_103,0.0
feature_897,0.0
feature_888,0.0
feature_242,0.0
feature_1068,0.0
feature_276,0.0
feature_273,0.0
feature_255,0.0
feature_231,0.0
feature_262,0.0
feature_1303,0.0
feature_855,0.0
feature_812,0.0
feature_847,0.0
feature_880,0.0
feature_79,0.0
feature_862,0.0
feature_56,0.0
feature_76,0.0
feature_856,0.0
feature_890,0.0
feature_845,0.0
feature_70,0.0
feature_879,0.0
feature_107,0.0
feature_895,0.0
feature_127,0.0
feature_994,0.0
feature_971,0.0
feature_1025,0.0
feature_193,0.0
feature_188,0.0
feature_191,0.0
feature_49,0.0
feature_157,0.0
feature_131,0.0
feature_1034,0.0
feature_123,0.0
feature_956,0.0
feature_912,0.0
feature_932,0.0
feature_1022,0.0
feature_232,0.0
feature_913,0.0
feature_867,0.0
feature_122,0.0
feature_947,0.0
feature_51,0.0
feature_41,0.0
feature_835,0.0
feature_62,0.0
feature_85,0.0
feature_826,0.0
feature_830,0.0
feature_829,0.0
feature_878,0.0
feature_814,0.0
feature_849,0.0
feature_61,0.0
feature_36,0.0
feature_33,0.0
feature_850,0.0
feature_30,0.0
feature_42,0.0
feature_45,0.0
feature_24,0.0
feature_25,0.0
feature_17,0.0
feature_81,0.0
feature_53,0.0
feature_20,0.0
feature_171,0.0
feature_929,0.0
feature_868,0.0
feature_214,0.0
feature_1035,0.0
feature_181,0.0
feature_200,0.0
feature_989,0.0
feature_151,0.0
feature_896,0.0
feature_130,0.0
feature_197,0.0
feature_119,0.0
feature_916,0.0
feature_950,0.0
feature_1012,0.0
feature_199,0.0
feature_977,0.0
feature_183,0.0
feature_135,0.0
feature_59,0.0
feature_928,0.0
feature_975,0.0
feature_227,0.0
feature_962,0.0
feature_965,0.0
feature_138,0.0
feature_948,0.0
feature_922,0.0
feature_861,0.0
feature_930,0.0
feature_933,0.0
feature_234,0.0
feature_204,0.0
feature_1007,0.0
feature_236,0.0
feature_1074,0.0
feature_229,0.0
feature_187,0.0
feature_927,0.0
feature_986,0.0
feature_942,0.0
feature_925,0.0
feature_981,0.0
feature_901,0.0
feature_1006,0.0
feature_910,0.0
feature_944,0.0
feature_165,0.0
feature_1041,0.0
feature_957,0.0
feature_175,0.0
feature_173,0.0
feature_164,0.0
feature_172,0.0
feature_159,0.0
feature_1030,0.0
feature_964,0.0
feature_216,0.0
feature_235,0.0
feature_1067,0.0
feature_196,0.0
feature_1053,0.0
feature_998,0.0
feature_979,0.0
feature_993,0.0
feature_225,0.0
feature_259,0.0
