user_id,score
1010508,0.1531823793059184
1010508,2.5939482609205352e-05
1010508,0.039646628221285646
1025935,8.401917026693588e-05
1025935,0.00014960602736717107
1126019,3.169572991330502e-06
1126019,0.0002976501476509522
1126019,6.705879627340081e-06
1127920,0.8356982949747578
1127920,4.9656382352194834e-05
1148380,0.004260972888128558
1148380,2.4618359891210023e-06
1148380,0.00034751880627481764
1200116,1.812228972233673e-05
1200116,6.670876723363963e-06
1200116,0.026069853876258774
1200116,5.303307646808357e-05
1200116,1.0255308251485232e-05
1200116,0.00014676635905580996
1200116,0.00012157253844685707
1200116,1.059698457077565e-05
1458898,0.002091568375023568
1458898,6.258351337355884e-06
1485396,0.0006656125432830446
1485396,0.00015013660043690092
1485396,0.005758150192905969
1506005,1.2501954267134608e-07
1506005,2.5775713140370323e-07
1534908,1.639762458251128e-05
1534908,0.0002544083793457569
1534908,2.3868512846156254e-05
1542327,2.7286652179133366e-07
1542327,4.845892419558244e-06
1542327,0.00342402339882806
1542327,1.0599194071866145e-05
1542327,1.8809706212039967e-05
1542867,3.7538204051856296e-05
1542867,0.004755923566516191
1542867,2.8585679425423607e-06
1625588,0.020648137385226327
1625588,0.00044475263238062684
1625588,0.00027992648200914826
1625588,3.3684215168968714e-06
1625588,4.933994162688389e-06
1636459,0.00033479022044208615
1636459,0.0006829490216485359
1636459,3.1744972776422988e-06
1770042,0.21371065771631953
1770042,9.687948673566286e-05
1928153,1.4586729038301973e-06
1928153,7.696151159267008e-07
1928153,7.52678214331152e-06
2016679,0.00034238339784321516
2016679,0.22116612264792274
2016679,3.4790464872530374e-05
2032178,0.000270693932423108
2032178,2.5087980139772738e-05
2032178,2.3880199053203126e-06
2312198,0.005913932962905002
2312198,7.781072388804387e-05
2312198,5.017103330878326e-07
2386213,1.2829498323101974e-05
2386213,0.0005856922142151154
2519200,1.5589222738390402e-06
2519200,1.8857697199631076e-05
2612114,5.161254204930822e-06
2612114,0.04320799467532411
2625498,5.2473665839673704e-06
2625498,2.0170183238037477e-05
2625498,1.4590434926028927e-05
2625498,0.004537450047730322
2744698,2.3055535643411003e-05
2744698,1.8394426231619393e-07
2744698,0.028657809403364674
2913352,3.3064770323926723e-06
2913352,3.061993035515308e-06
2913352,0.0012964465784888945
3078088,5.052943162301553e-05
3078088,0.0017569684705794027
3085001,0.8860238755839642
3085001,0.018971065588851466
3085001,3.2256491144810674e-06
3103720,0.008137783091164646
3103720,0.00016045956876107668
3179586,0.000900339014469877
3179586,1.652320605092019e-06
3179586,1.3309281294403737e-05
3235171,3.971339828608981e-06
3235171,3.256121007028922e-05
3235171,1.13300719624575e-06
3293633,7.248125645577786e-05
3293633,0.002670159945437435
3293633,0.5322015562823983
3324732,0.105904354173292
3325895,0.0004991490490525157
3325895,1.9759516145563182e-08
3444754,3.263027945945944e-05
3451223,0.06436361759383678
3451223,1.1981721642262879e-06
3451223,4.814378033474026e-05
3490931,2.804798973096553e-07
3490931,8.36405811422365e-06
3490931,0.01811552111025735
3513695,5.0545718976528566e-05
3513695,1.4380554261420844e-05
3513695,0.30360000787558333
3561052,0.0004244301500735027
3561052,0.1359155397124473
3561052,1.6079464906440548e-06
3561052,6.218389467580273e-07
3561052,0.003496673413209757
3986819,3.5213062230916565e-07
3986819,7.86582155861808e-05
4014621,0.0035051974324621653
4014621,0.0007333946901854786
4014621,6.0368162865118565e-06
4121023,0.00014549183431590936
4121023,8.661260311311913e-06
4152740,9.092578092446136e-06
4152740,4.329740992590234e-06
4152740,1.9582228003161696e-05
4152740,6.518538325342928e-05
4334018,8.620776845546227e-07
4334018,0.018618796118203367
4334018,0.001280585130900268
4371867,4.680680416346363e-06
4371867,3.969576343084712e-06
4371867,0.0005351105304703503
4477228,2.3546333059385107e-06
4477228,0.0005685139994513139
4482949,1.172520426239547e-05
4482949,0.0007214917795035588
4532338,8.642682168792318e-06
4561112,7.709794011673923e-07
4561112,0.0381728844539794
4561112,2.5436566856874962e-05
4680254,3.457369698801193e-06
4680254,7.067013281935293e-05
4680254,2.1634682965615997e-06
4713529,0.002012200817756029
4713529,0.004876125144987121
4713529,2.4602704434403065e-05
4715157,0.0022269701531881
4715157,1.8395145860386675e-05
4715157,1.1205908253804692e-05
4715157,1.0305591196836102e-06
4715157,0.009631429412134214
4998294,0.00037235931938732757
4998294,0.0008010766949747207
4998294,9.653435679794841e-05
5108711,3.139353768865695e-05
5152656,0.0015953992864462924
5165108,4.0993568480342096e-07
5165108,0.8061913409937874
5214240,0.00016389913967819816
5287739,0.000693772200941108
5287739,0.0003951741548347658
5287739,0.0003674120649052815
5305451,1.6761093256893635e-06
5305451,0.00012693722154549975
5305451,2.893436182374758e-05
5390184,5.85459074794071e-07
5390184,0.0003400989505245294
5402912,9.864715579253429e-05
5402912,4.638650591840323e-06
5416500,5.31141064471194e-06
5416500,0.0017250216158938116
5416500,3.3023191970107005e-05
5419044,4.205474418317886e-06
5419044,6.918540799048579e-05
5532242,3.2810843413539366e-05
5532242,9.252926790481804e-06
5532242,0.0005811731195932239
5554404,6.286821897495693e-07
5554404,1.8440734815492985e-07
5583257,0.000336440245155469
5583257,0.0001661091234781855
5583257,7.756757527646003e-07
5640192,5.0155629454996415e-06
5640192,0.011233018291874477
5640192,6.032958000946222e-05
5692162,0.037580174319769497
5703849,9.642349282037357e-06
5703849,0.0003165104776487578
5703849,0.0015392148256996624
5721841,0.038237466891479846
5721841,0.019232050243383723
5875017,0.0026227557178430424
5875017,1.8844937902460416e-05
5875017,0.002174129271113339
5911347,0.24981252371618606
5911347,0.0001932020989912089
5911347,0.00030677493969800604
5911347,7.963682958192184e-05
